id			userId			query			timestamp
1			7606207943			"———————-"			"2025-04-14 23:25:56"
2			7606207943			"Слон"			"2025-04-14 23:34:54"
3			7606207943			"📗 Инструкция по гаданиям"			"2025-04-14 23:53:37"
4			7606207943			"Актуальные ключевые файлы моего проекта. Что их."			"2025-04-15 03:24:19"
5			7606207943			"кот"			"2025-04-15 17:06:06"
6			7606207943			"слон"			"2025-04-15 17:12:49"
7			7606207943			"слон"			"2025-04-15 17:13:06"
8			7606207943			"слон"			"2025-04-15 17:13:06"
9			7606207943			"кот"			"2025-04-15 17:14:39"
10			7606207943			"слон"			"2025-04-15 17:19:38"
11			7606207943			"📋 Инструкция"			"2025-04-15 17:54:16"
12			7606207943			"📋 Инструкция"			"2025-04-15 17:57:06"
13			7606207943			"🔮 Гадания"			"2025-04-15 17:57:07"
14			7606207943			"📖 Сонник"			"2025-04-15 17:57:07"
15			7606207943			"ckjy"			"2025-04-15 17:59:43"
16			7606207943			"слон"			"2025-04-15 17:59:47"
17			7606207943			"кот"			"2025-04-15 18:16:02"
18			7606207943			"рот"			"2025-04-15 18:16:05"
19			7606207943			"Слон"			"2025-04-15 18:16:36"
20			7606207943			"кот"			"2025-04-15 18:20:08"
21			7606207943			"кот"			"2025-04-15 18:40:56"
22			7606207943			"кот"			"2025-04-15 18:51:30"
23			7606207943			"кот"			"2025-04-15 19:05:28"
24			7606207943			"слон"			"2025-04-15 19:15:57"
25			7606207943			"слон"			"2025-04-15 19:15:59"
26			7606207943			"вывы"			"2025-04-15 19:16:02"
27			7606207943			"кон"			"2025-04-15 19:16:10"
28			7606207943			"клт"			"2025-04-15 19:29:59"
29			7606207943			"кот"			"2025-04-15 19:29:59"
30			7606207943			"кот"			"2025-04-15 19:30:06"
31			7606207943			"ром"			"2025-04-15 19:30:22"
32			7606207943			"слон"			"2025-04-15 19:30:32"
33			7606207943			"кот"			"2025-04-15 19:41:46"
34			7606207943			"кот"			"2025-04-15 19:43:18"
35			7606207943			"кот"			"2025-04-15 19:46:00"
36			7606207943			"ром"			"2025-04-15 19:46:13"
37			7606207943			"рои"			"2025-04-15 19:47:54"
38			7606207943			"кот"			"2025-04-15 19:51:32"
39			7606207943			"кот"			"2025-04-15 19:54:57"
40			7606207943			"слон"			"2025-04-15 19:55:18"
41			7606207943			"слон"			"2025-04-15 19:55:42"
42			7606207943			"кот"			"2025-04-15 19:56:24"
43			7606207943			"слон"			"2025-04-15 19:58:06"
44			7606207943			"кот"			"2025-04-15 20:00:20"
45			7606207943			"слон"			"2025-04-15 20:00:37"
46			7606207943			"слон"			"2025-04-15 20:00:41"
47			7606207943			"рам"			"2025-04-15 20:02:30"
48			7606207943			"кот"			"2025-04-15 20:03:20"
49			7606207943			"ром"			"2025-04-15 20:03:55"
50			7606207943			"авто"			"2025-04-15 20:04:00"
51			7606207943			"авто"			"2025-04-15 20:04:32"
52			7606207943			"автомо"			"2025-04-15 21:16:11"
53			7606207943			"авто"			"2025-04-15 21:16:35"
54			7606207943			"авто"			"2025-04-15 21:16:56"
55			7606207943			"авто"			"2025-04-15 21:17:18"
56			7606207943			"кот"			"2025-04-15 21:19:55"
57			7606207943			"авто"			"2025-04-15 21:20:14"
58			7606207943			"авто"			"2025-04-15 21:20:38"
59			7606207943			"кот"			"2025-04-15 21:22:41"
60			7606207943			"кот"			"2025-04-15 21:23:13"
61			7606207943			"кот"			"2025-04-15 21:23:58"
62			7606207943			"авто"			"2025-04-15 21:24:10"
63			7606207943			"кот"			"2025-04-15 21:25:12"
64			7606207943			"авто"			"2025-04-15 21:25:31"
65			7606207943			"кот"			"2025-04-15 21:27:01"
66			7606207943			"авто"			"2025-04-15 21:27:53"
67			7606207943			"кот"			"2025-04-15 21:30:19"
68			7606207943			"кот"			"2025-04-15 21:31:23"
69			7606207943			"кот"			"2025-04-15 21:32:17"
70			7606207943			"кот"			"2025-04-15 21:32:36"
71			7606207943			"слон"			"2025-04-15 21:33:16"
72			7606207943			"кот"			"2025-04-15 21:33:36"
73			7606207943			"млон"			"2025-04-15 21:34:09"
74			7606207943			"слон"			"2025-04-15 21:34:12"
