id			userId			buttonType			buttonData			referrerId			timestamp
1681			7606207943			"command"			"/start"			NULL			"2025-04-18 19:11:36"
1685			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:19:52"
1686			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:19:59"
1687			7606207943			"main_menu_button"			"📖 Сонник"			NULL			"2025-04-18 19:20:12"
1688			7606207943			"menu_button"			"🌙 Лунные сны"			NULL			"2025-04-18 19:20:15"
1692			7606207943			"main_menu_button"			"📖 Сонник"			NULL			"2025-04-18 19:21:40"
1693			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:21:48"
1694			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:21:55"
1695			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:22:17"
1696			7606207943			"fortune_action"			"✨ Гадание Да/Нет (запуск)"			NULL			"2025-04-18 19:22:25"
1697			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:32:31"
1698			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:33:15"
1699			7606207943			"fortune_action"			"✨ Гадание Да/Нет (запуск)"			NULL			"2025-04-18 19:33:24"
1700			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:34:39"
1701			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-18 19:34:53"
1702			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:35:31"
1703			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:39:19"
1704			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:40:46"
1705			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:42:43"
1706			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:44:26"
1708			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:47:04"
1713			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:48:37"
1715			5036363594			"utm_referral_start"			"utm_lunar"			7606207943			"2025-04-18 19:52:59"
1716			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:55:45"
1717			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:56:23"
1718			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-18 19:56:32"
1719			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:56:44"
1720			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 19:57:16"
1721			7606207943			"fortune_action"			"🪐 Голос Вселенной (запуск)"			NULL			"2025-04-18 19:57:25"
1722			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:57:40"
1723			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:58:46"
1724			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:59:22"
1725			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 19:59:44"
1726			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:02:01"
1727			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:03:01"
1728			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:03:26"
1729			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-18 20:03:29"
1730			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:03:41"
1731			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:04:28"
1732			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:04:37"
1733			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-18 20:04:40"
1734			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:04:45"
1735			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:05:00"
1736			7606207943			"fortune_action"			"⏰ Гадание времени (запуск)"			NULL			"2025-04-18 20:05:03"
1737			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:05:07"
1738			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:05:14"
1739			7606207943			"fortune_action"			"✨ Гадание Да/Нет (запуск)"			NULL			"2025-04-18 20:05:16"
1740			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:05:19"
1741			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:05:22"
1742			7606207943			"fortune_action"			"🎧 Морфей говорит (Запуск)"			NULL			"2025-04-18 20:05:26"
1743			7606207943			"fortune_action"			"🎧 Морфей говорит (Запуск аудио)"			NULL			"2025-04-18 20:05:27"
1744			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:05:31"
1745			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:05:37"
1746			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:06:46"
1747			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:07:10"
1748			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:09:15"
1749			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:09:30"
1750			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:10:31"
1751			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:12:30"
1752			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:12:33"
1753			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:19:42"
1754			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:20:20"
1755			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-18 20:21:25"
1756			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:21:27"
1757			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:23:28"
1758			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:24:36"
1759			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:25:10"
1760			7606207943			"utm_referral_start"			"utm_compass"			NULL			"2025-04-18 20:25:35"
1761			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:25:36"
1762			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:26:40"
1763			7606207943			"command"			"/start"			NULL			"2025-04-18 20:27:12"
1764			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:27:15"
1765			7606207943			"command"			"/start"			NULL			"2025-04-18 20:27:27"
1766			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:27:51"
1767			7606207943			"command"			"/start"			NULL			"2025-04-18 20:29:23"
1768			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:29:24"
1769			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:29:57"
1770			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:30:04"
1771			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:30:09"
1772			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-18 20:30:20"
