id			userId			buttonType			buttonData			referrerId			timestamp
1			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-23 22:11:54"
2			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-23 22:28:17"
3			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-23 22:29:48"
4			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-23 22:34:02"
5			5036363594			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-24 01:08:39"
6			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-24 02:41:25"
7			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-24 02:41:37"
8			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:41:54"
9			7606207943			"fortune_action"			"✨ Гадание Да/Нет (запуск)"			NULL			"2025-04-24 02:42:04"
10			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:42:20"
11			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:42:44"
12			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:43:04"
13			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:43:12"
14			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:43:36"
15			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:43:46"
16			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:44:08"
17			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:44:17"
18			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:44:36"
19			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:44:44"
20			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:45:10"
21			7606207943			"fortune_action"			"🧭 Компас судьбы (запуск)"			NULL			"2025-04-24 02:45:19"
22			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:45:48"
23			7606207943			"menu_button"			"👤 Мой аккаунт"			NULL			"2025-04-24 02:45:54"
24			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:46:05"
25			7606207943			"fortune_action"			"⏰ Гадание времени (запуск)"			NULL			"2025-04-24 02:46:18"
26			7606207943			"main_menu_button"			"🔮 Гадания"			NULL			"2025-04-24 02:46:34"
