id;userId;buttonType;buttonData;timestamp
951;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 17:37:26"
952;7606207943;"share_action";"Сон: Икота";"2025-04-13 17:37:38"
953;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 17:37:48"
954;7606207943;"menu_button";"📅 Календарные сны";"2025-04-13 17:37:52"
955;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-13 17:37:57"
956;7606207943;"fortune_button";"✨ Гадание Да/Нет (главное меню)";"2025-04-13 17:37:58"
957;7606207943;"fortune_action";"✨ Гадание Да/Нет (запуск)";"2025-04-13 17:38:00"
958;7606207943;"fortune_button";"⏰ Гадание времени (главное меню)";"2025-04-13 17:38:06"
959;7606207943;"fortune_action";"⏰ Гадание времени (запуск)";"2025-04-13 17:38:08"
960;7606207943;"fortune_button";"🎧 Морфей говорит (главное меню)";"2025-04-13 17:38:14"
961;7606207943;"fortune_action";"🎧 Морфей говорит (Запуск)";"2025-04-13 17:38:15"
962;7606207943;"fortune_action";"🎧 Морфей говорит (Запуск аудио)";"2025-04-13 17:38:16"
963;7606207943;"fortune_button";"🧭 Компас судьбы (главное меню)";"2025-04-13 17:38:21"
964;7606207943;"fortune_action";"🧭 Компас судьбы (запуск)";"2025-04-13 17:38:22"
965;7606207943;"fortune_button";"⏰ Гадание времени (главное меню)";"2025-04-13 17:43:37"
966;7606207943;"fortune_action";"⏰ Гадание времени (запуск)";"2025-04-13 17:43:39"
967;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 18:52:29"
968;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 18:52:31"
969;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 18:52:56"
970;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 18:54:06"
971;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 18:54:08"
972;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 18:56:54"
973;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 18:56:55"
974;7606207943;"utm_referral_start";"utm_lunar";"2025-04-13 18:57:00"
975;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-13 19:05:52"
976;7606207943;"share_action";"😴 Сон: Слон, Бивни";"2025-04-13 19:05:56"
977;7606207943;"utm_referral_start";"utm_dream";"2025-04-13 19:06:09"
978;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 19:06:12"
979;7606207943;"menu_button";"🌙 Лунные сны";"2025-04-13 19:06:14"
980;7606207943;"utm_referral_start";"utm_lunar";"2025-04-13 19:06:20"
981;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 19:06:22"
982;7606207943;"menu_button";"📅 Календарные сны";"2025-04-13 19:06:24"
983;7606207943;"utm_referral_start";"utm_calendar";"2025-04-13 19:06:28"
984;7606207943;"main_menu_button";"📖 Сонник";"2025-04-13 19:06:29"
985;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-13 19:06:32"
986;7606207943;"fortune_button";"✨ Гадание Да/Нет (главное меню)";"2025-04-13 19:06:33"
987;7606207943;"fortune_action";"✨ Гадание Да/Нет (запуск)";"2025-04-13 19:06:34"
988;7606207943;"utm_referral_start";"utm_yesno";"2025-04-13 19:06:45"
989;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-13 19:06:47"
990;7606207943;"fortune_button";"⏰ Гадание времени (главное меню)";"2025-04-13 19:06:49"
991;7606207943;"fortune_action";"⏰ Гадание времени (запуск)";"2025-04-13 19:06:50"
992;7606207943;"utm_referral_start";"utm_time";"2025-04-13 19:06:56"
993;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-13 19:07:02"
994;7606207943;"fortune_button";"🎧 Морфей говорит (главное меню)";"2025-04-13 19:07:04"
995;7606207943;"fortune_action";"🎧 Морфей говорит (Запуск)";"2025-04-13 19:07:05"
996;7606207943;"fortune_action";"🎧 Морфей говорит (Запуск аудио)";"2025-04-13 19:07:07"
997;7606207943;"utm_referral_start";"utm_morpheus";"2025-04-13 19:07:14"
998;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-13 19:07:17"
999;7606207943;"fortune_button";"🧭 Компас судьбы (главное меню)";"2025-04-13 19:07:19"
1000;7606207943;"fortune_action";"🧭 Компас судьбы (запуск)";"2025-04-13 19:07:20"
1001;7606207943;"utm_referral_start";"utm_compass";"2025-04-13 19:07:34"
